ONTOLOGY,ONT_DESCRIPTION,FDR,EA_VALUE,sample,GROUP,GROUP_1,GROUP_2,KEGG_up_DOWN,interaction_entry,reaction_entry,interaction_name,reaction_name
ec00626,Naphthalene degradation,0.000416739163153866,2.27169969834338,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00071,Fatty acid degradation,0.000639458195965359,1.58914809232966,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,UP,1,1.3,Metabolism,Lipid metabolism
ec00592,alpha-Linolenic acid metabolism,0.000669902279077867,1.88692242106315,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,UP,1,1.3,Metabolism,Lipid metabolism
ec00515,Mannose type O-glycan biosynthesis,0.000905348619464267,2.56884185297901,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00480,Glutathione metabolism,2.03938208209742e-07,1.61996626149239,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",1.54217673587476e-05,1.6510251366943,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00643,Styrene degradation,8.89944246253771e-05,3.46903429718532,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,8.89944246253771e-05,1.68746289479548,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00361,Chlorocyclohexane and chlorobenzene degradation,8.89944246253771e-05,3.75812048861743,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00903,Limonene and pinene degradation,9.8985734911757e-05,2.86983746403513,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00625,Chloroalkane and chloroalkene degradation,0.000204409955196994,2.02685149947907,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00830,Retinol metabolism,0.000416234386120568,2.21665411870994,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00626,Naphthalene degradation,0.000416739163153866,2.27169969834338,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00071,Fatty acid degradation,0.000639458195965359,1.58914809232966,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00592,alpha-Linolenic acid metabolism,0.000669902279077867,1.88692242106315,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00515,Mannose type O-glycan biosynthesis,0.000905348619464267,2.56884185297901,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00514,Other types of O-glycan biosynthesis,0.00108530522157776,3.14633343233088,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00620,Pyruvate metabolism,0.0021862832223713,1.2106696876083,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00244891391205556,2.17212468608164,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,,,,
ec00311,Penicillin and cephalosporin biosynthesis,0.00244891391205556,1.92894679946736,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00622,Xylene degradation,0.00244891391205556,2.45428276807669,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00930,Caprolactam degradation,0.00285588428513183,1.97396227684956,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00982,Drug metabolism - cytochrome P450,0.00865205838472927,1.73451714859266,FECAL,fecal.Control.control_vs_oral.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00511,Other glycan degradation,0,2.77687252880405,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,0,2.90553258800254,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.53483465089206,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.9265252467266,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,5.59552404411079e-15,1.65776372917673,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,1.3988810110277e-14,2.5186817770771,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,5.83533221742982e-13,2.97817873939639,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00970,Aminoacyl-tRNA biosynthesis,5.13116199529762e-09,1.38927852766979,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00520,Amino sugar and nucleotide sugar metabolism,1.64210055109137e-07,1.34673116072045,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00550,Peptidoglycan biosynthesis,1.6890475376341e-05,1.3532527402238,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00500,Starch and sucrose metabolism,1.86031635888656e-05,1.35052826913292,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00511,Other glycan degradation,0,2.77687252880405,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,0,2.90553258800254,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.53483465089206,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.9265252467266,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,5.59552404411079e-15,1.65776372917673,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,1.3988810110277e-14,2.5186817770771,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,5.83533221742982e-13,2.97817873939639,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00970,Aminoacyl-tRNA biosynthesis,5.13116199529762e-09,1.38927852766979,FECAL,fecal.CU.3.meses_vs_fecal.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00480,Glutathione metabolism,1.97501061505179e-07,2.17268901845436,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000332203573529311,1.36985274802368,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,UP,2,2.2,Genetic Information Processing,Translation
ec00621,Dioxin degradation,0.000815790733173616,4.81126095885001,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,1.97501061505179e-07,2.17268901845436,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000332203573529311,1.36985274802368,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,2,2.2,Genetic Information Processing,Translation
ec00621,Dioxin degradation,0.000815790733173616,4.81126095885001,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00622,Xylene degradation,0.00795483294404833,3.84028085604355,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00620,Pyruvate metabolism,0.0436786433307215,1.31421691963218,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00280,"Valine, leucine and isoleucine degradation",0.0518501474965248,1.62658675580556,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,0.0539352823870548,1.22145431530317,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00010,Glycolysis / Gluconeogenesis,0.0697690099577009,1.24100475224424,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00626,Naphthalene degradation,0.0697690099577009,2.36972554689627,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00405,Phenazine biosynthesis,0.0915843731512412,2.1513768515183,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0986220942330874,3.1362293657689,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00830,Retinol metabolism,0.0992251664630535,2.1528354120956,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00625,Chloroalkane and chloroalkene degradation,0.109112001803934,1.90288073878113,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00071,Fatty acid degradation,0.109779286823622,1.54571304455753,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00550,Peptidoglycan biosynthesis,0.109779286823622,1.20830754674315,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00230,Purine metabolism,0.109779286823622,1.12332383216759,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00980,Metabolism of xenobiotics by cytochrome P450,0.109779286823622,1.88860527500682,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00982,Drug metabolism - cytochrome P450,0.109779286823622,1.92609619858015,FECAL,fecal.CU.3.meses_vs_oral.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,2.55844480268053e-05,1.86832456961248,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000982163720344431,1.30323935250787,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00620,Pyruvate metabolism,0.000982163720344431,1.40500515453073,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00480,Glutathione metabolism,2.55844480268053e-05,1.86832456961248,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000982163720344431,1.30323935250787,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00620,Pyruvate metabolism,0.000982163720344431,1.40500515453073,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00280,"Valine, leucine and isoleucine degradation",0.00176104146022427,1.80288613782477,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00404,Staurosporine biosynthesis,0.00685964184324428,8.93367431116977,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00230,Purine metabolism,0.00685964184324428,1.17666375483632,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00010,Glycolysis / Gluconeogenesis,0.0147096249576339,1.26378807328743,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,0.0243152699430077,1.21442595400438,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00626,Naphthalene degradation,0.0433611787208058,2.32231085949563,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00830,Retinol metabolism,0.0824481895340288,2.10976037405026,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec01051,Biosynthesis of ansamycins,0.0861332536068009,1.88599791013584,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00020,Citrate cycle (TCA cycle),0.0861332536068009,1.35129280156112,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00621,Dioxin degradation,0.0861332536068009,2.57181533200342,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00240,Pyrimidine metabolism,0.0941007724129455,1.12528526440005,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00052,Galactose metabolism,0.0941007724129455,1.19178834448651,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00072,Synthesis and degradation of ketone bodies,0.0941007724129455,2.07632797446148,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,,,,
ec00405,Phenazine biosynthesis,0.0941007724129455,1.89749789739277,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00500,Starch and sucrose metabolism,0.0941007724129455,1.19745899056244,FECAL,fecal.CU.3.meses_vs_oral.EC.6.meses,CU.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00480,Glutathione metabolism,1.28538090393704e-07,1.65453519283759,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",9.24623698694838e-06,1.69227773043692,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,UP,1,1.5,Metabolism,Amino acid metabolism
ec00903,Limonene and pinene degradation,6.23799150900606e-05,3.08433672846622,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,UP,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000136654406733161,3.76974489034761,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00643,Styrene degradation,0.000155005198933988,3.49529917717669,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.000183809020156134,1.67756922154985,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,UP,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00625,Chloroalkane and chloroalkene degradation,0.000472002918597614,2.01496797509752,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,1.28538090393704e-07,1.65453519283759,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",9.24623698694838e-06,1.69227773043692,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00903,Limonene and pinene degradation,6.23799150900606e-05,3.08433672846622,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000136654406733161,3.76974489034761,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00643,Styrene degradation,0.000155005198933988,3.49529917717669,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.000183809020156134,1.67756922154985,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00625,Chloroalkane and chloroalkene degradation,0.000472002918597614,2.01496797509752,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00311,Penicillin and cephalosporin biosynthesis,0.00147395758033975,2.07312139987511,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00592,alpha-Linolenic acid metabolism,0.00149631637316384,1.87585930736066,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00830,Retinol metabolism,0.00149631637316384,2.13588451414368,FECAL,fecal.CU.3.meses_vs_oral.EC.debut,CU.3.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
